ds,y,is_weekend,is_saturday,is_sunday
2024-02-21,6626.0,0,0,0
2024-02-22,5687.0,0,0,0
2024-02-23,5779.0,0,0,0
2024-02-24,4786.0,1,1,0
2024-02-25,45.0,1,0,1
2024-02-26,4848.0,0,0,0
2024-02-27,8312.0,0,0,0
2024-02-28,8378.0,0,0,0
2024-02-29,7181.0,0,0,0
2024-03-01,6674.0,0,0,0
2024-03-02,6628.0,1,1,0
2024-03-03,94.0,1,0,1
2024-03-04,5182.0,0,0,0
2024-03-05,8573.0,0,0,0
2024-03-06,7775.0,0,0,0
2024-03-07,7105.0,0,0,0
2024-03-08,6441.0,0,0,0
2024-03-09,5729.0,1,1,0
2024-03-10,85.0,1,0,1
2024-03-11,5745.0,0,0,0
2024-03-12,7016.0,0,0,0
2024-03-13,8445.0,0,0,0
2024-03-14,7032.0,0,0,0
2024-03-15,6915.0,0,0,0
2024-03-16,195.0,1,1,0
2024-03-17,5251.0,1,0,1
2024-03-18,5282.0,0,0,0
2024-03-19,8678.0,0,0,0
2024-03-20,8285.0,0,0,0
2024-03-21,7560.0,0,0,0
2024-03-22,7563.0,0,0,0
2024-03-23,191.0,1,1,0
2024-03-24,5612.0,1,0,1
2024-03-25,4793.0,0,0,0
2024-03-26,8622.0,0,0,0
2024-03-27,9462.0,0,0,0
2024-03-28,8577.0,0,0,0
2024-03-29,7142.0,0,0,0
2024-03-30,2.0,1,1,0
2024-03-31,0.0,1,0,1
2024-04-01,0.0,0,0,0
2024-04-02,5419.0,0,0,0
2024-04-03,6960.0,0,0,0
2024-04-04,9360.0,0,0,0
2024-04-05,8612.0,0,0,0
2024-04-06,196.0,1,1,0
2024-04-07,7778.0,1,0,1
2024-04-08,8231.0,0,0,0
2024-04-09,8932.0,0,0,0
2024-04-10,7901.0,0,0,0
2024-04-11,8140.0,0,0,0
2024-04-12,8106.0,0,0,0
2024-04-13,172.0,1,1,0
2024-04-14,5841.0,1,0,1
2024-04-15,6753.0,0,0,0
2024-04-16,8646.0,0,0,0
2024-04-17,8482.0,0,0,0
2024-04-18,7888.0,0,0,0
2024-04-19,8191.0,0,0,0
2024-04-20,182.0,1,1,0
2024-04-21,5347.0,1,0,1
2024-04-22,4811.0,0,0,0
2024-04-23,9110.0,0,0,0
2024-04-24,8692.0,0,0,0
2024-04-25,7337.0,0,0,0
2024-04-26,7738.0,0,0,0
2024-04-27,187.0,1,1,0
2024-04-28,6938.0,1,0,1
2024-04-29,4980.0,0,0,0
2024-04-30,10016.0,0,0,0
2024-05-01,2.0,0,0,0
2024-05-02,9581.0,0,0,0
2024-05-03,10208.0,0,0,0
2024-05-04,247.0,1,1,0
2024-05-05,7290.0,1,0,1
2024-05-06,7480.0,0,0,0
2024-05-07,9151.0,0,0,0
2024-05-08,10099.0,0,0,0
2024-05-09,3.0,0,0,0
2024-05-10,8700.0,0,0,0
2024-05-11,198.0,1,1,0
2024-05-12,8161.0,1,0,1
2024-05-13,8191.0,0,0,0
2024-05-14,9665.0,0,0,0
2024-05-15,9798.0,0,0,0
2024-05-16,8219.0,0,0,0
2024-05-17,8020.0,0,0,0
2024-05-18,153.0,1,1,0
2024-05-19,5705.0,1,0,1
2024-05-20,5024.0,0,0,0
2024-05-21,9442.0,0,0,0
2024-05-22,9366.0,0,0,0
2024-05-23,8442.0,0,0,0
2024-05-24,8271.0,0,0,0
2024-05-25,158.0,1,1,0
2024-05-26,6440.0,1,0,1
2024-05-27,6903.0,0,0,0
2024-05-28,10180.0,0,0,0
2024-05-29,10063.0,0,0,0
2024-05-30,10174.0,0,0,0
2024-05-31,9501.0,0,0,0
2024-06-01,177.0,1,1,0
2024-06-02,7707.0,1,0,1
2024-06-03,7392.0,0,0,0
2024-06-04,10161.0,0,0,0
2024-06-05,10082.0,0,0,0
2024-06-06,3.0,0,0,0
2024-06-07,9028.0,0,0,0
2024-06-08,147.0,1,1,0
2024-06-09,9762.0,1,0,1
2024-06-10,7925.0,0,0,0
2024-06-11,10294.0,0,0,0
2024-06-12,10029.0,0,0,0
2024-06-13,7985.0,0,0,0
2024-06-14,7935.0,0,0,0
2024-06-15,117.0,1,1,0
2024-06-16,6635.0,1,0,1
2024-06-17,5953.0,0,0,0
2024-06-18,8825.0,0,0,0
2024-06-19,10017.0,0,0,0
2024-06-20,8745.0,0,0,0
2024-06-21,3.0,0,0,0
2024-06-22,0.0,1,1,0
2024-06-23,7373.0,1,0,1
2024-06-24,4773.0,0,0,0
2024-06-25,9796.0,0,0,0
2024-06-26,10066.0,0,0,0
2024-06-27,9416.0,0,0,0
2024-06-28,9215.0,0,0,0
2024-06-29,183.0,1,1,0
2024-06-30,6925.0,1,0,1
2024-07-01,7734.0,0,0,0
2024-07-02,9273.0,0,0,0
2024-07-03,10282.0,0,0,0
2024-07-04,8977.0,0,0,0
2024-07-05,9457.0,0,0,0
2024-07-06,2.0,1,1,0
2024-07-07,4192.0,1,0,1
2024-07-08,7048.0,0,0,0
2024-07-09,10145.0,0,0,0
2024-07-10,9374.0,0,0,0
2024-07-11,7894.0,0,0,0
2024-07-12,6862.0,0,0,0
2024-07-13,2.0,1,1,0
2024-07-14,3542.0,1,0,1
2024-07-15,6465.0,0,0,0
2024-07-16,7275.0,0,0,0
2024-07-17,9363.0,0,0,0
2024-07-18,7701.0,0,0,0
2024-07-19,7034.0,0,0,0
2024-07-20,0.0,1,1,0
2024-07-21,3101.0,1,0,1
2024-07-22,5918.0,0,0,0
2024-07-23,8957.0,0,0,0
2024-07-24,8264.0,0,0,0
2024-07-25,6862.0,0,0,0
2024-07-26,8110.0,0,0,0
2024-07-27,0.0,1,1,0
2024-07-28,4254.0,1,0,1
2024-07-29,6778.0,0,0,0
2024-07-30,10209.0,0,0,0
2024-07-31,9678.0,0,0,0
2024-08-01,8802.0,0,0,0
2024-08-02,7968.0,0,0,0
2024-08-03,0.0,1,1,0
2024-08-04,4135.0,1,0,1
2024-08-05,4325.466666666666,0,0,0
2024-08-06,4515.933333333333,0,0,0
2024-08-07,4706.4,0,0,0
2024-08-08,4896.866666666667,0,0,0
2024-08-09,5087.333333333333,0,0,0
2024-08-10,5277.8,1,1,0
2024-08-11,5468.266666666666,1,0,1
2024-08-12,5658.733333333334,0,0,0
2024-08-13,5849.2,0,0,0
2024-08-14,6039.666666666667,0,0,0
2024-08-15,6230.133333333333,0,0,0
2024-08-16,6420.6,0,0,0
2024-08-17,6611.066666666667,1,1,0
2024-08-18,6801.533333333334,1,0,1
2024-08-19,6992.0,0,0,0
2024-08-20,10436.0,0,0,0
2024-08-21,9224.0,0,0,0
2024-08-22,8044.0,0,0,0
2024-08-23,8266.0,0,0,0
2024-08-24,158.0,1,1,0
2024-08-25,5616.0,1,0,1
2024-08-26,8068.0,0,0,0
2024-08-27,11061.0,0,0,0
2024-08-28,10559.0,0,0,0
2024-08-29,10014.0,0,0,0
2024-08-30,9467.0,0,0,0
2024-08-31,182.0,1,1,0
2024-09-01,6027.0,1,0,1
2024-09-02,7603.0,0,0,0
2024-09-03,10913.0,0,0,0
2024-09-04,10426.0,0,0,0
2024-09-05,9015.0,0,0,0
2024-09-06,9030.0,0,0,0
2024-09-07,156.0,1,1,0
2024-09-08,5561.0,1,0,1
2024-09-09,7534.0,0,0,0
2024-09-10,10176.0,0,0,0
2024-09-11,9875.0,0,0,0
2024-09-12,8266.0,0,0,0
2024-09-13,8542.0,0,0,0
2024-09-14,192.0,1,1,0
2024-09-15,4884.0,1,0,1
2024-09-16,6754.0,0,0,0
2024-09-17,9903.0,0,0,0
2024-09-18,8823.0,0,0,0
2024-09-19,9025.0,0,0,0
2024-09-20,8190.0,0,0,0
2024-09-21,130.0,1,1,0
2024-09-22,5254.0,1,0,1
2024-09-23,6760.0,0,0,0
2024-09-24,10169.0,0,0,0
2024-09-25,10100.0,0,0,0
2024-09-26,9561.0,0,0,0
2024-09-27,9528.0,0,0,0
2024-09-28,178.0,1,1,0
2024-09-29,6269.0,1,0,1
2024-09-30,9346.0,0,0,0
2024-10-01,10914.0,0,0,0
2024-10-02,11122.0,0,0,0
2024-10-03,10333.0,0,0,0
2024-10-04,9656.0,0,0,0
2024-10-05,172.0,1,1,0
2024-10-06,6713.0,1,0,1
2024-10-07,8859.0,0,0,0
2024-10-08,11000.0,0,0,0
2024-10-09,10934.0,0,0,0
2024-10-10,9730.0,0,0,0
2024-10-11,9671.0,0,0,0
2024-10-12,139.0,1,1,0
2024-10-13,5701.0,1,0,1
2024-10-14,7149.0,0,0,0
2024-10-15,10816.0,0,0,0
2024-10-16,10109.0,0,0,0
2024-10-17,8539.0,0,0,0
2024-10-18,8668.0,0,0,0
2024-10-19,154.0,1,1,0
2024-10-20,5111.0,1,0,1
2024-10-21,7086.0,0,0,0
2024-10-22,11002.0,0,0,0
2024-10-23,10373.0,0,0,0
2024-10-24,8126.0,0,0,0
2024-10-25,7751.0,0,0,0
2024-10-26,134.0,1,1,0
2024-10-27,5853.0,1,0,1
2024-10-28,8971.0,0,0,0
2024-10-29,11377.0,0,0,0
2024-10-30,11138.0,0,0,0
2024-10-31,9610.0,0,0,0
2024-11-01,9715.0,0,0,0
2024-11-02,171.0,1,1,0
2024-11-03,5683.0,1,0,1
2024-11-04,7723.0,0,0,0
2024-11-05,10353.0,0,0,0
2024-11-06,11658.0,0,0,0
2024-11-07,9522.0,0,0,0
2024-11-08,8713.0,0,0,0
2024-11-09,0.0,1,1,0
2024-11-10,6167.0,1,0,1
2024-11-11,9020.0,0,0,0
2024-11-12,11178.0,0,0,0
2024-11-13,11614.0,0,0,0
2024-11-14,9923.0,0,0,0
2024-11-15,10195.0,0,0,0
2024-11-16,5.0,1,1,0
2024-11-17,5842.0,1,0,1
2024-11-18,8359.0,0,0,0
2024-11-19,11930.0,0,0,0
2024-11-20,11502.0,0,0,0
2024-11-21,10485.0,0,0,0
2024-11-22,10572.0,0,0,0
2024-11-23,7.0,1,1,0
2024-11-24,7080.0,1,0,1
2024-11-25,10475.0,0,0,0
2024-11-26,14027.0,0,0,0
2024-11-27,14568.0,0,0,0
2024-11-28,14363.0,0,0,0
2024-11-29,15328.0,0,0,0
2024-11-30,14487.0,1,1,0
2024-12-01,9473.0,1,0,1
2024-12-02,12788.0,0,0,0
2024-12-03,14393.0,0,0,0
2024-12-04,16077.0,0,0,0
2024-12-05,13608.0,0,0,0
2024-12-06,15321.0,0,0,0
2024-12-07,13386.0,1,1,0
2024-12-08,9646.0,1,0,1
2024-12-09,10744.0,0,0,0
2024-12-10,13533.0,0,0,0
2024-12-11,14288.0,0,0,0
2024-12-12,12876.0,0,0,0
2024-12-13,13261.0,0,0,0
2024-12-14,11503.0,1,1,0
2024-12-15,5660.0,1,0,1
2024-12-16,7086.0,0,0,0
2024-12-17,14378.0,0,0,0
2024-12-18,14757.0,0,0,0
2024-12-19,13053.0,0,0,0
2024-12-20,13322.0,0,0,0
2024-12-21,10588.0,1,1,0
2024-12-22,4309.0,1,0,1
2024-12-23,4476.0,0,0,0
2024-12-24,5.0,0,0,0
2024-12-25,0.0,0,0,0
2024-12-26,0.0,0,0,0
2024-12-27,11794.0,0,0,0
2024-12-28,13614.0,1,1,0
2024-12-29,5306.0,1,0,1
2024-12-30,7747.0,0,0,0
2024-12-31,0.0,0,0,0
2025-01-01,0.0,0,0,0
2025-01-02,13847.0,0,0,0
2025-01-03,13120.0,0,0,0
2025-01-04,2.0,1,1,0
2025-01-05,8800.0,1,0,1
2025-01-06,0.0,0,0,0
2025-01-07,13982.0,0,0,0
2025-01-08,14706.0,0,0,0
2025-01-09,14118.0,0,0,0
2025-01-10,12330.0,0,0,0
2025-01-11,5.0,1,1,0
2025-01-12,7825.0,1,0,1
2025-01-13,10370.0,0,0,0
2025-01-14,11727.0,0,0,0
2025-01-15,11553.0,0,0,0
2025-01-16,10898.0,0,0,0
2025-01-17,8966.0,0,0,0
2025-01-18,4.0,1,1,0
2025-01-19,6307.0,1,0,1
2025-01-20,8123.0,0,0,0
2025-01-21,12142.0,0,0,0
2025-01-22,10617.0,0,0,0
2025-01-23,9712.0,0,0,0
2025-01-24,10305.0,0,0,0
2025-01-25,2.0,1,1,0
2025-01-26,6055.0,1,0,1
2025-01-27,9238.0,0,0,0
2025-01-28,12837.0,0,0,0
2025-01-29,13118.0,0,0,0
2025-01-30,10895.0,0,0,0
2025-01-31,10860.0,0,0,0
2025-02-01,5.0,1,1,0
2025-02-02,6295.0,1,0,1
2025-02-03,9985.0,0,0,0
2025-02-04,12120.0,0,0,0
2025-02-05,11707.0,0,0,0
2025-02-06,8762.0,0,0,0
2025-02-07,10050.0,0,0,0
2025-02-08,4.0,1,1,0
2025-02-09,5821.0,1,0,1
2025-02-10,8975.0,0,0,0
2025-02-11,11806.0,0,0,0
2025-02-12,10974.0,0,0,0
2025-02-13,9582.0,0,0,0
2025-02-14,8658.0,0,0,0
2025-02-15,11.0,1,1,0
2025-02-16,5005.0,1,0,1
2025-02-17,7658.0,0,0,0
2025-02-18,10955.0,0,0,0
2025-02-19,9348.0,0,0,0
2025-02-20,8968.0,0,0,0
2025-02-21,7850.0,0,0,0
2025-02-22,2.0,1,1,0
2025-02-23,4964.0,1,0,1
2025-02-24,9299.0,0,0,0
2025-02-25,11612.0,0,0,0
2025-02-26,11321.0,0,0,0
2025-02-27,11297.0,0,0,0
2025-02-28,10971.0,0,0,0
2025-03-01,6.0,1,1,0
2025-03-02,6875.0,1,0,1
2025-03-03,8947.0,0,0,0
2025-03-04,12479.0,0,0,0
2025-03-05,12226.0,0,0,0
2025-03-06,11452.0,0,0,0
2025-03-07,10828.0,0,0,0
2025-03-08,0.0,1,1,0
2025-03-09,5798.0,1,0,1
2025-03-10,8983.0,0,0,0
2025-03-11,13299.0,0,0,0
2025-03-12,11823.0,0,0,0
2025-03-13,11055.0,0,0,0
2025-03-14,10165.0,0,0,0
2025-03-15,0.0,1,1,0
2025-03-16,6319.0,1,0,1
2025-03-17,9127.0,0,0,0
2025-03-18,13507.0,0,0,0
2025-03-19,11454.0,0,0,0
2025-03-20,10239.0,0,0,0
2025-03-21,10427.0,0,0,0
2025-03-22,0.0,1,1,0
2025-03-23,6145.0,1,0,1
2025-03-24,9922.0,0,0,0
2025-03-25,12776.0,0,0,0
2025-03-26,12258.0,0,0,0
2025-03-27,12461.0,0,0,0
2025-03-28,11636.0,0,0,0
2025-03-29,0.0,1,1,0
2025-03-30,7371.0,1,0,1
2025-03-31,11845.0,0,0,0
2025-04-01,13628.0,0,0,0
2025-04-02,14183.0,0,0,0
2025-04-03,12297.0,0,0,0
2025-04-04,12370.0,0,0,0
2025-04-05,4.0,1,1,0
2025-04-06,6493.0,1,0,1
2025-04-07,10943.0,0,0,0
2025-04-08,12949.0,0,0,0
2025-04-09,13516.0,0,0,0
2025-04-10,10987.0,0,0,0
2025-04-11,11808.0,0,0,0
2025-04-12,4.0,1,1,0
2025-04-13,6926.0,1,0,1
2025-04-14,10173.0,0,0,0
2025-04-15,12681.0,0,0,0
2025-04-16,12495.0,0,0,0
2025-04-17,11316.0,0,0,0
2025-04-18,9413.0,0,0,0
2025-04-19,0.0,1,1,0
2025-04-20,0.0,1,0,1
2025-04-21,0.0,0,0,0
2025-04-22,10050.0,0,0,0
2025-04-23,16882.0,0,0,0
2025-04-24,13427.0,0,0,0
2025-04-25,12794.0,0,0,0
2025-04-26,2.0,1,1,0
2025-04-27,8433.0,1,0,1
2025-04-28,14227.0,0,0,0
2025-04-29,15259.0,0,0,0
2025-04-30,14852.0,0,0,0
2025-05-01,4.0,0,0,0
2025-05-02,13191.0,0,0,0
2025-05-03,4.0,1,1,0
2025-05-04,9602.0,1,0,1
2025-05-05,14444.0,0,0,0
2025-05-06,14792.0,0,0,0
2025-05-07,13576.0,0,0,0
2025-05-08,12581.0,0,0,0
2025-05-09,12060.0,0,0,0
2025-05-10,2.0,1,1,0
2025-05-11,6963.0,1,0,1
2025-05-12,11737.0,0,0,0
2025-05-13,14157.0,0,0,0
2025-05-14,12756.0,0,0,0
2025-05-15,12117.0,0,0,0
2025-05-16,11797.0,0,0,0
2025-05-17,4.0,1,1,0
2025-05-18,6426.0,1,0,1
2025-05-19,9692.0,0,0,0
2025-05-20,13404.0,0,0,0
2025-05-21,13514.0,0,0,0
2025-05-22,11907.0,0,0,0
2025-05-23,11146.0,0,0,0
2025-05-24,0.0,1,1,0
2025-05-25,7155.0,1,0,1
2025-05-26,12157.0,0,0,0
2025-05-27,15759.0,0,0,0
2025-05-28,15439.0,0,0,0
2025-05-29,2.0,0,0,0
2025-05-30,15792.0,0,0,0
2025-05-31,2.0,1,1,0
2025-06-01,10800.0,1,0,1
2025-06-02,15960.0,0,0,0
2025-06-03,15000.0,0,0,0
2025-06-04,15287.0,0,0,0
2025-06-05,12829.0,0,0,0
2025-06-06,0.0,0,0,0
2025-06-07,2.0,1,1,0
2025-06-08,9586.0,1,0,1
2025-06-09,14355.0,0,0,0
2025-06-10,14818.0,0,0,0
2025-06-11,14752.0,0,0,0
2025-06-12,12807.0,0,0,0
2025-06-13,11744.0,0,0,0
2025-06-14,6.0,1,1,0
2025-06-15,6816.0,1,0,1
2025-06-16,11577.0,0,0,0
2025-06-17,14252.0,0,0,0
2025-06-18,13910.0,0,0,0
2025-06-19,11162.0,0,0,0
2025-06-20,0.0,0,0,0
2025-06-21,0.0,1,1,0
2025-06-22,6803.0,1,0,1
2025-06-23,11314.0,0,0,0
2025-06-24,14211.0,0,0,0
2025-06-25,14004.0,0,0,0
2025-06-26,13558.0,0,0,0
2025-06-27,13333.0,0,0,0
2025-06-28,8.0,1,1,0
2025-06-29,7688.0,1,0,1
2025-06-30,12681.0,0,0,0
2025-07-01,14976.0,0,0,0
2025-07-02,14261.0,0,0,0
2025-07-03,12331.0,0,0,0
2025-07-04,12621.0,0,0,0
2025-07-05,2.0,1,1,0
2025-07-06,7778.0,1,0,1
2025-07-07,10760.0,0,0,0
2025-07-08,12824.0,0,0,0
2025-07-09,13273.0,0,0,0
2025-07-10,11028.0,0,0,0
2025-07-11,10453.0,0,0,0
2025-07-12,2.0,1,1,0
2025-07-13,5710.0,1,0,1
2025-07-14,9659.0,0,0,0
2025-07-15,13290.0,0,0,0
2025-07-16,11809.0,0,0,0
2025-07-17,11274.0,0,0,0
2025-07-18,9938.0,0,0,0
2025-07-19,6.0,1,1,0
2025-07-20,4739.0,1,0,1
2025-07-21,8681.0,0,0,0
2025-07-22,12458.0,0,0,0
2025-07-23,10931.0,0,0,0
2025-07-24,9751.0,0,0,0
2025-07-25,8772.0,0,0,0
2025-07-26,2.0,1,1,0
2025-07-27,5677.0,1,0,1
2025-07-28,10068.0,0,0,0
2025-07-29,13891.0,0,0,0
2025-07-30,12809.0,0,0,0
2025-07-31,13022.0,0,0,0
2025-08-01,11880.0,0,0,0
