ds,y,is_weekend,is_saturday,is_sunday
2024-05-24,19030,0,0,0
2024-05-25,13000,1,1,0
2024-05-26,6698,1,0,1
2024-05-27,17160,0,0,0
2024-05-28,23746,0,0,0
2024-05-29,24412,0,0,0
2024-05-30,23427,0,0,0
2024-05-31,21460,0,0,0
2024-06-01,14067,1,1,0
2024-06-02,7464,1,0,1
2024-06-03,18705,0,0,0
2024-06-04,23361,0,0,0
2024-06-05,23246,0,0,0
2024-06-06,1,0,0,0
2024-06-07,25714,0,0,0
2024-06-08,14586,1,1,0
2024-06-09,7925,1,0,1
2024-06-10,19945,0,0,0
2024-06-11,24275,0,0,0
2024-06-12,22017,0,0,0
2024-06-13,18066,0,0,0
2024-06-14,18909,0,0,0
2024-06-15,11206,1,1,0
2024-06-16,6384,1,0,1
2024-06-17,16654,0,0,0
2024-06-18,22262,0,0,0
2024-06-19,21114,0,0,0
2024-06-20,19734,0,0,0
2024-06-21,2,0,0,0
2024-06-22,2,1,1,0
2024-06-23,16231,1,0,1
2024-06-24,13941,0,0,0
2024-06-25,22303,0,0,0
2024-06-26,22259,0,0,0
2024-06-27,21612,0,0,0
2024-06-28,19297,0,0,0
2024-06-29,13196,1,1,0
2024-06-30,6407,1,0,1
2024-07-01,16294,0,0,0
2024-07-02,21200,0,0,0
2024-07-03,22710,0,0,0
2024-07-04,20267,0,0,0
2024-07-05,19314,0,0,0
2024-07-06,4,1,1,0
2024-07-07,12003,1,0,1
2024-07-08,15565,0,0,0
2024-07-09,21520,0,0,0
2024-07-10,18938,0,0,0
2024-07-11,17182,0,0,0
2024-07-12,15034,0,0,0
2024-07-13,7,1,1,0
2024-07-14,9546,1,0,1
2024-07-15,13966,0,0,0
2024-07-16,16543,0,0,0
2024-07-17,17232,0,0,0
2024-07-18,16687,0,0,0
2024-07-19,15021,0,0,0
2024-07-20,1,1,1,0
2024-07-21,8536,1,0,1
2024-07-22,13123,0,0,0
2024-07-23,17557,0,0,0
2024-07-24,16649,0,0,0
2024-07-25,15416,0,0,0
2024-07-26,15785,0,0,0
2024-07-27,2,1,1,0
2024-07-28,10611,1,0,1
2024-07-29,14961,0,0,0
2024-07-30,19790,0,0,0
2024-07-31,18877,0,0,0
2024-08-01,17488,0,0,0
2024-08-02,15846,0,0,0
2024-08-03,4,1,1,0
2024-08-04,11532,1,0,1
2024-08-05,14750,0,0,0
2024-08-06,20778,0,0,0
2024-08-07,19920,0,0,0
2024-08-08,18177,0,0,0
2024-08-09,18116,0,0,0
2024-08-10,14,1,1,0
2024-08-11,12038,1,0,1
2024-08-12,16781,0,0,0
2024-08-13,21552,0,0,0
2024-08-14,20447,0,0,0
2024-08-15,19327,0,0,0
2024-08-16,18093,0,0,0
2024-08-17,7,1,1,0
2024-08-18,12069,1,0,1
2024-08-19,16504,0,0,0
2024-08-20,22966,0,0,0
2024-08-21,20565,0,0,0
2024-08-22,19313,0,0,0
2024-08-23,17562,0,0,0
2024-08-24,12452,1,1,0
2024-08-25,5770,1,0,1
2024-08-26,17899,0,0,0
2024-08-27,23838,0,0,0
2024-08-28,23743,0,0,0
2024-08-29,21200,0,0,0
2024-08-30,21225,0,0,0
2024-08-31,12409,1,1,0
2024-09-01,7769,1,0,1
2024-09-02,15084,0,0,0
2024-09-03,22298,0,0,0
2024-09-04,21594,0,0,0
2024-09-05,20568,0,0,0
2024-09-06,18810,0,0,0
2024-09-07,11721,1,1,0
2024-09-08,6584,1,0,1
2024-09-09,15612,0,0,0
2024-09-10,22460,0,0,0
2024-09-11,20643,0,0,0
2024-09-12,18745,0,0,0
2024-09-13,17423,0,0,0
2024-09-14,12087,1,1,0
2024-09-15,5475,1,0,1
2024-09-16,14649,0,0,0
2024-09-17,21884,0,0,0
2024-09-18,20234,0,0,0
2024-09-19,19098,0,0,0
2024-09-20,17110,0,0,0
2024-09-21,10946,1,1,0
2024-09-22,4957,1,0,1
2024-09-23,15564,0,0,0
2024-09-24,21753,0,0,0
2024-09-25,22075,0,0,0
2024-09-26,19863,0,0,0
2024-09-27,20407,0,0,0
2024-09-28,13002,1,1,0
2024-09-29,8077,1,0,1
2024-09-30,17119,0,0,0
2024-10-01,22215,0,0,0
2024-10-02,22697,0,0,0
2024-10-03,23678,0,0,0
2024-10-04,20836,0,0,0
2024-10-05,13625,1,1,0
2024-10-06,8014,1,0,1
2024-10-07,16852,0,0,0
2024-10-08,23281,0,0,0
2024-10-09,22883,0,0,0
2024-10-10,20880,0,0,0
2024-10-11,18670,0,0,0
2024-10-12,12111,1,1,0
2024-10-13,6782,1,0,1
2024-10-14,16660,0,0,0
2024-10-15,22409,0,0,0
2024-10-16,22135,0,0,0
2024-10-17,19554,0,0,0
2024-10-18,18613,0,0,0
2024-10-19,11328,1,1,0
2024-10-20,5939,1,0,1
2024-10-21,15138,0,0,0
2024-10-22,22887,0,0,0
2024-10-23,21698,0,0,0
2024-10-24,18373,0,0,0
2024-10-25,17935,0,0,0
2024-10-26,11616,1,1,0
2024-10-27,6279,1,0,1
2024-10-28,17968,0,0,0
2024-10-29,25275,0,0,0
2024-10-30,22961,0,0,0
2024-10-31,20359,0,0,0
2024-11-01,20328,0,0,0
2024-11-02,11908,1,1,0
2024-11-03,6906,1,0,1
2024-11-04,15321,0,0,0
2024-11-05,23467,0,0,0
2024-11-06,22969,0,0,0
2024-11-07,21289,0,0,0
2024-11-08,19911,0,0,0
2024-11-09,13537,1,1,0
2024-11-10,6749,1,0,1
2024-11-11,17049,0,0,0
2024-11-12,24733,0,0,0
2024-11-13,24844,0,0,0
2024-11-14,21668,0,0,0
2024-11-15,21561,0,0,0
2024-11-16,13341,1,1,0
2024-11-17,6725,1,0,1
2024-11-18,15293,0,0,0
2024-11-19,25445,0,0,0
2024-11-20,25332,0,0,0
2024-11-21,21192,0,0,0
2024-11-22,23327,0,0,0
2024-11-23,14907,1,1,0
2024-11-24,9399,1,0,1
2024-11-25,19865,0,0,0
2024-11-26,28270,0,0,0
2024-11-27,32138,0,0,0
2024-11-28,31148,0,0,0
2024-11-29,33328,0,0,0
2024-11-30,28566,1,1,0
2024-12-01,20940,1,0,1
2024-12-02,29616,0,0,0
2024-12-03,31978,0,0,0
2024-12-04,33122,0,0,0
2024-12-05,31395,0,0,0
2024-12-06,32413,0,0,0
2024-12-07,27124,1,1,0
2024-12-08,19045,1,0,1
2024-12-09,24248,0,0,0
2024-12-10,28596,0,0,0
2024-12-11,29713,0,0,0
2024-12-12,26855,0,0,0
2024-12-13,27572,0,0,0
2024-12-14,22955,1,1,0
2024-12-15,10344,1,0,1
2024-12-16,18019,0,0,0
2024-12-17,30578,0,0,0
2024-12-18,29606,0,0,0
2024-12-19,27128,0,0,0
2024-12-20,27623,0,0,0
2024-12-21,20371,1,1,0
2024-12-22,10131,1,0,1
2024-12-23,11433,0,0,0
2024-12-24,2,0,0,0
2024-12-25,0,0,0,0
2024-12-26,2,0,0,0
2024-12-27,27266,0,0,0
2024-12-28,23189,1,1,0
2024-12-29,13451,1,0,1
2024-12-30,17431,0,0,0
2024-12-31,10,0,0,0
2025-01-01,4,0,0,0
2025-01-02,29834,0,0,0
2025-01-03,28413,0,0,0
2025-01-04,19393,1,1,0
2025-01-05,12683,1,0,1
2025-01-06,0,0,0,0
2025-01-07,23920,0,0,0
2025-01-08,29601,0,0,0
2025-01-09,29330,0,0,0
2025-01-10,27522,0,0,0
2025-01-11,16818,1,1,0
2025-01-12,9253,1,0,1
2025-01-13,16185,0,0,0
2025-01-14,27282,0,0,0
2025-01-15,24184,0,0,0
2025-01-16,23379,0,0,0
2025-01-17,21478,0,0,0
2025-01-18,13699,1,1,0
2025-01-19,6903,1,0,1
2025-01-20,14656,0,0,0
2025-01-21,25423,0,0,0
2025-01-22,23291,0,0,0
2025-01-23,21905,0,0,0
2025-01-24,20724,0,0,0
2025-01-25,13835,1,1,0
2025-01-26,6770,1,0,1
2025-01-27,17729,0,0,0
2025-01-28,27211,0,0,0
2025-01-29,25849,0,0,0
2025-01-30,23777,0,0,0
2025-01-31,22731,0,0,0
2025-02-01,14187,1,1,0
2025-02-02,7398,1,0,1
2025-02-03,17488,0,0,0
2025-02-04,24814,0,0,0
2025-02-05,24498,0,0,0
2025-02-06,20799,0,0,0
2025-02-07,20733,0,0,0
2025-02-08,12905,1,1,0
2025-02-09,5118,1,0,1
2025-02-10,17352,0,0,0
2025-02-11,25101,0,0,0
2025-02-12,23216,0,0,0
2025-02-13,20825,0,0,0
2025-02-14,17880,0,0,0
2025-02-15,11379,1,1,0
2025-02-16,5841,1,0,1
2025-02-17,14325,0,0,0
2025-02-18,24487,0,0,0
2025-02-19,21010,0,0,0
2025-02-20,20859,0,0,0
2025-02-21,17150,0,0,0
2025-02-22,10727,1,1,0
2025-02-23,6284,1,0,1
2025-02-24,14295,0,0,0
2025-02-25,23641,0,0,0
2025-02-26,24529,0,0,0
2025-02-27,23963,0,0,0
2025-02-28,21614,0,0,0
2025-03-01,14162,1,1,0
2025-03-02,7406,1,0,1
2025-03-03,16434,0,0,0
2025-03-04,26191,0,0,0
2025-03-05,24228,0,0,0
2025-03-06,24751,0,0,0
2025-03-07,21528,0,0,0
2025-03-08,13209,1,1,0
2025-03-09,6660,1,0,1
2025-03-10,16752,0,0,0
2025-03-11,27762,0,0,0
2025-03-12,24039,0,0,0
2025-03-13,23267,0,0,0
2025-03-14,21426,0,0,0
2025-03-15,13448,1,1,0
2025-03-16,6299,1,0,1
2025-03-17,16908,0,0,0
2025-03-18,27471,0,0,0
2025-03-19,23936,0,0,0
2025-03-20,21612,0,0,0
2025-03-21,21842,0,0,0
2025-03-22,13203,1,1,0
2025-03-23,6946,1,0,1
2025-03-24,15720,0,0,0
2025-03-25,26738,0,0,0
2025-03-26,26093,0,0,0
2025-03-27,25743,0,0,0
2025-03-28,24551,0,0,0
2025-03-29,15055,1,1,0
2025-03-30,8306,1,0,1
2025-03-31,20603,0,0,0
2025-04-01,28061,0,0,0
2025-04-02,29521,0,0,0
2025-04-03,25677,0,0,0
2025-04-04,25214,0,0,0
2025-04-05,14753,1,1,0
2025-04-06,8259,1,0,1
2025-04-07,18465,0,0,0
2025-04-08,28449,0,0,0
2025-04-09,26051,0,0,0
2025-04-10,24992,0,0,0
2025-04-11,24140,0,0,0
2025-04-12,15482,1,1,0
2025-04-13,7585,1,0,1
2025-04-14,17903,0,0,0
2025-04-15,26579,0,0,0
2025-04-16,24839,0,0,0
2025-04-17,23551,0,0,0
2025-04-18,16970,0,0,0
2025-04-19,0,1,1,0
2025-04-20,3,1,0,1
2025-04-21,3,0,0,0
2025-04-22,26128,0,0,0
2025-04-23,32994,0,0,0
2025-04-24,28340,0,0,0
2025-04-25,25844,0,0,0
2025-04-26,18682,1,1,0
2025-04-27,10322,1,0,1
2025-04-28,24064,0,0,0
2025-04-29,30819,0,0,0
2025-04-30,30089,0,0,0
2025-05-01,5,0,0,0
2025-05-02,28863,0,0,0
2025-05-03,20999,1,1,0
2025-05-04,10667,1,0,1
2025-05-05,24240,0,0,0
2025-05-06,29715,0,0,0
2025-05-07,27640,0,0,0
2025-05-08,25393,0,0,0
2025-05-09,25014,0,0,0
2025-05-10,15691,1,1,0
2025-05-11,8169,1,0,1
2025-05-12,19875,0,0,0
2025-05-13,27455,0,0,0
2025-05-14,25943,0,0,0
2025-05-15,24836,0,0,0
2025-05-16,24897,0,0,0
2025-05-17,14485,1,1,0
2025-05-18,7070,1,0,1
2025-05-19,16776,0,0,0
2025-05-20,27911,0,0,0
2025-05-21,27227,0,0,0
2025-05-22,23937,0,0,0
2025-05-23,25887,0,0,0
2025-05-24,15341,1,1,0
2025-05-25,7338,1,0,1
2025-05-26,22600,0,0,0
2025-05-27,30648,0,0,0
2025-05-28,32330,0,0,0
2025-05-29,4,0,0,0
2025-05-30,34823,0,0,0
2025-05-31,19224,1,1,0
2025-06-01,13567,1,0,1
2025-06-02,27109,0,0,0
2025-06-03,31023,0,0,0
2025-06-04,32404,0,0,0
2025-06-05,28219,0,0,0
2025-06-06,3,0,0,0
2025-06-07,20684,1,1,0
2025-06-08,10770,1,0,1
2025-06-09,26380,0,0,0
2025-06-10,30269,0,0,0
2025-06-11,31058,0,0,0
2025-06-12,26704,0,0,0
2025-06-13,25102,0,0,0
2025-06-14,15668,1,1,0
2025-06-15,8429,1,0,1
2025-06-16,21282,0,0,0
2025-06-17,28277,0,0,0
2025-06-18,29458,0,0,0
2025-06-19,24083,0,0,0
2025-06-20,1,0,0,0
2025-06-21,1,1,1,0
2025-06-22,20632,1,0,1
2025-06-23,21870,0,0,0
2025-06-24,28276,0,0,0
2025-06-25,27282,0,0,0
2025-06-26,28937,0,0,0
2025-06-27,26768,0,0,0
2025-06-28,17524,1,1,0
2025-06-29,9248,1,0,1
2025-06-30,22042,0,0,0
2025-07-01,29511,0,0,0
2025-07-02,27950,0,0,0
2025-07-03,25807,0,0,0
2025-07-04,23716,0,0,0
2025-07-05,1,1,1,0
2025-07-06,19161,1,0,1
2025-07-07,20733,0,0,0
2025-07-08,27238,0,0,0
2025-07-09,24481,0,0,0
2025-07-10,21679,0,0,0
2025-07-11,20024,0,0,0
2025-07-12,10,1,1,0
2025-07-13,15061,1,0,1
2025-07-14,17303,0,0,0
2025-07-15,23746,0,0,0
2025-07-16,23572,0,0,0
2025-07-17,21547,0,0,0
2025-07-18,17724,0,0,0
2025-07-19,8,1,1,0
2025-07-20,12198,1,0,1
2025-07-21,15870,0,0,0
2025-07-22,22265,0,0,0
2025-07-23,19840,0,0,0
2025-07-24,18907,0,0,0
2025-07-25,16648,0,0,0
2025-07-26,3,1,1,0
2025-07-27,13551,1,0,1
2025-07-28,18815,0,0,0
2025-07-29,25348,0,0,0
2025-07-30,24056,0,0,0
2025-07-31,22678,0,0,0
2025-08-01,22610,0,0,0
